iter	Logloss
498	0.0843002654
499	0.08411670842
500	0.0839486518
501	0.08329514591
502	0.08269304555
503	0.08250057
504	0.08198977489
505	0.08173831499
506	0.08151266786
507	0.08139110782
508	0.08093167388
509	0.08064151341
510	0.08057453191
511	0.08028363189
512	0.07999134624
513	0.0799851597
514	0.07989812099
515	0.07984990253
516	0.07972187446
517	0.0794394405
518	0.07919379651
519	0.07877255837
520	0.07862066432
521	0.07836608552
522	0.07805242625
523	0.07762984422
524	0.07741027348
525	0.07698735138
526	0.07673248271
527	0.07642363763
528	0.076232993
529	0.07608386013
530	0.07606242453
531	0.07600084078
532	0.07583056466
533	0.07557980946
534	0.07549713052
535	0.07542889613
536	0.07517345256
537	0.0751184718
538	0.07501288058
539	0.07480965389
540	0.07462684667
541	0.07453596786
542	0.07406966102
543	0.07383833317
544	0.07351564608
545	0.07306253315
546	0.07274218489
547	0.0726368419
548	0.07257486818
549	0.07220092525
550	0.07210452265
551	0.07199912033
552	0.07190966556
553	0.07178184173
554	0.07170924987
555	0.07157822718
556	0.07144239961
557	0.07132086776
558	0.07117910153
559	0.07089861576
560	0.07060798273
561	0.07057783359
562	0.07029098365
563	0.07015907241
564	0.07012182095
565	0.0699609523
566	0.06987241645
567	0.06984650553
568	0.06978243126
569	0.06976655452
570	0.06940191994
571	0.06932521412
572	0.06920481984
573	0.06917096108
574	0.06908848188
575	0.06903313071
576	0.06872647006
577	0.06862613882
578	0.06841584812
579	0.06819075437
580	0.06795257099
581	0.06779308121
582	0.06749588733
583	0.06722791921
584	0.06707035126
585	0.06695701115
586	0.06674097419
587	0.06668576073
588	0.06655570436
589	0.06629652683
590	0.06626793835
591	0.06623742189
592	0.06603606025
593	0.06591832641
594	0.06578066026
595	0.06566889107
596	0.06557751187
597	0.06539934212
598	0.06526041029
599	0.06509612405
600	0.06485604335
601	0.06472386296
602	0.06460648508
603	0.0645451304
604	0.06441175231
605	0.06413102676
606	0.06387955262
607	0.06378153491
608	0.06362470388
609	0.06359188754
610	0.0633743197
611	0.06311251259
612	0.06297395491
613	0.06274509315
614	0.06255565806
615	0.06248491117
616	0.06232127672
617	0.06203529355
618	0.06190750814
619	0.06169694277
620	0.06151115913
621	0.06117724556
622	0.06090847465
623	0.060796103
624	0.06063512369
625	0.06057316162
626	0.06043020858
627	0.06027544211
628	0.06017234395
629	0.06004141125
630	0.05977866779
631	0.05957735661
632	0.05939149498
633	0.05933562029
634	0.05928419079
635	0.05921245016
636	0.05914420894
637	0.05903329863
638	0.05891232024
639	0.05868611228
640	0.0585399201
641	0.05829953769
642	0.05810836832
643	0.05806892164
644	0.05801403617
645	0.0579631917
646	0.05783842433
647	0.05779615596
648	0.0577133575
649	0.05758904641
650	0.05742893013
651	0.05732369738
652	0.05731181727
653	0.05712422569
654	0.05703188884
655	0.05690290378
656	0.05685749314
657	0.0567431669
658	0.0565047663
659	0.05642400871
660	0.05627921471
661	0.05617961881
662	0.05607479647
663	0.05602221205
664	0.05584742392
665	0.05577275486
666	0.05569900906
667	0.05552040453
668	0.05541445385
669	0.0553003965
670	0.05511041954
671	0.05497964434
672	0.05483668966
673	0.05456897484
674	0.05441869217
675	0.05429825945
676	0.054208248
677	0.05416473289
678	0.05412113913
679	0.05402942525
680	0.05388797915
681	0.05382521063
682	0.05364075067
683	0.05344182053
684	0.05334375807
685	0.05327751723
686	0.05323653044
687	0.05311930181
688	0.05301143957
689	0.05295455418
690	0.05289762188
691	0.0528757505
692	0.05276037728
693	0.0527329853
694	0.05268060837
695	0.05260376035
696	0.05243636224
697	0.05228010647
698	0.05221076547
699	0.05216494952
700	0.05205775495
701	0.05195904953
702	0.05186364601
703	0.0516296013
704	0.0515517694
705	0.05126947806
706	0.05112791152
707	0.05099475233
708	0.05085493252
709	0.05083010738
710	0.05079063046
711	0.05076820571
712	0.05067821669
713	0.05054583622
714	0.050412056
715	0.05040561867
716	0.05035517465
717	0.05018048198
718	0.0501052807
719	0.0500293971
720	0.04997404338
721	0.04981152859
722	0.04970258203
723	0.04950947123
724	0.04946812682
725	0.04938488003
726	0.04935142778
727	0.04918384498
728	0.04914735844
729	0.04910909003
730	0.0489887203
731	0.04894836724
732	0.04891976513
733	0.04888431611
734	0.04879698123
735	0.0486924089
736	0.04857730536
737	0.0485580919
738	0.04847529208
739	0.0483992927
740	0.04821841261
741	0.04815572319
742	0.04807556655
743	0.04792879808
744	0.04774701767
745	0.0476156811
746	0.04748998032
747	0.04736992633
748	0.04727885094
749	0.04723325843
750	0.04709558142
751	0.04703585417
752	0.04692734439
753	0.04684972626
754	0.04673819629
755	0.0466560721
756	0.04655739021
757	0.04645889214
758	0.04634692879
759	0.0463175152
760	0.04628444309
761	0.04621628848
762	0.04610722478
763	0.04598002886
764	0.04593562893
765	0.04589876096
766	0.04586866289
767	0.04584618542
768	0.04575056244
769	0.04566258709
770	0.04564735131
771	0.04559931592
772	0.04556178623
773	0.04552170411
774	0.04547955908
775	0.04542246754
776	0.04540522949
777	0.04527423534
778	0.04523354285
779	0.04515751867
780	0.04514200976
781	0.04506925495
782	0.04505438992
783	0.04496012536
784	0.04491735512
785	0.04482037198
786	0.04480474737
787	0.04474163833
788	0.04463534088
789	0.04450820267
790	0.04449764524
791	0.04432971067
792	0.04425016907
793	0.0442028015
794	0.04403319361
795	0.04396954639
796	0.04388152913
797	0.04382726469
798	0.04379261222
799	0.04373203637
